Plate_ID,Well,Sample,Type,number_of_cells/capsules,Group_1,Group_2,Group_3,Index_Set,Index_Well,Index_Name,Plate_Barcode,FA_Well
BP9735_FULL.1,O7,FULL,sample,1.0,BRIGHT,,,PE17,H4,PE17_H04,XUPVQ-6,
BP9735_FULL.1,P7,FULL,sample,1.0,BRIGHT,,,PE18,H4,PE18_H04,XUPVQ-6,
BP9735_FULL.1,A8,FULL,sample,1.0,dim,,,PE19,A4,PE19_A04,XUPVQ-6,
BP9735_FULL.1,B8,FULL,sample,1.0,dim,,,PE20,A4,PE20_A04,XUPVQ-6,
BP9735_FULL.1,C8,FULL,sample,1.0,dim,,,PE19,B4,PE19_B04,XUPVQ-6,
BP9735_FULL.1,D8,FULL,sample,1.0,dim,,,PE20,B4,PE20_B04,XUPVQ-6,
BP9735_FULL.1,E8,FULL,sample,1.0,dim,,,PE19,C4,PE19_C04,XUPVQ-6,
BP9735_FULL.1,F8,FULL,sample,1.0,dim,,,PE20,C4,PE20_C04,XUPVQ-6,
BP9735_FULL.1,G8,FULL,sample,1.0,dim,,,PE19,D4,PE19_D04,XUPVQ-6,
BP9735_FULL.1,H8,FULL,sample,1.0,dim,,,PE20,D4,PE20_D04,XUPVQ-6,
BP9735_FULL.1,I8,FULL,sample,1.0,dim,,,PE19,E4,PE19_E04,XUPVQ-6,
BP9735_FULL.1,J8,FULL,sample,1.0,dim,,,PE20,E4,PE20_E04,XUPVQ-6,
BP9735_FULL.1,K8,FULL,sample,1.0,dim,,,PE19,F4,PE19_F04,XUPVQ-6,
BP9735_FULL.1,L8,FULL,sample,1.0,dim,,,PE20,F4,PE20_F04,XUPVQ-6,
BP9735_FULL.1,M8,FULL,sample,1.0,dim,,,PE19,G4,PE19_G04,XUPVQ-6,
BP9735_FULL.1,N8,FULL,sample,1.0,dim,,,PE20,G4,PE20_G04,XUPVQ-6,
BP9735_FULL.1,O8,FULL,sample,1.0,dim,,,PE19,H4,PE19_H04,XUPVQ-6,
BP9735_FULL.1,P8,FULL,sample,1.0,dim,,,PE20,H4,PE20_H04,XUPVQ-6,
BP9735_FULL.1,A9,FULL,sample,1.0,dim,,,PE17,A5,PE17_A05,XUPVQ-6,
BP9735_FULL.1,B9,FULL,sample,1.0,dim,,,PE18,A5,PE18_A05,XUPVQ-6,
BP9735_FULL.1,C9,FULL,sample,1.0,dim,,,PE17,B5,PE17_B05,XUPVQ-6,
BP9735_FULL.1,D9,FULL,sample,1.0,dim,,,PE18,B5,PE18_B05,XUPVQ-6,
BP9735_FULL.1,E9,FULL,sample,1.0,dim,,,PE17,C5,PE17_C05,XUPVQ-6,
BP9735_FULL.1,F9,FULL,sample,1.0,dim,,,PE18,C5,PE18_C05,XUPVQ-6,
BP9735_FULL.1,G9,FULL,sample,1.0,dim,,,PE17,D5,PE17_D05,XUPVQ-6,
BP9735_FULL.1,H9,FULL,sample,1.0,dim,,,PE18,D5,PE18_D05,XUPVQ-6,
BP9735_FULL.1,I9,FULL,sample,1.0,dim,,,PE17,E5,PE17_E05,XUPVQ-6,
BP9735_FULL.1,J9,FULL,sample,1.0,dim,,,PE18,E5,PE18_E05,XUPVQ-6,
BP9735_FULL.1,K9,FULL,sample,1.0,dim,,,PE17,F5,PE17_F05,XUPVQ-6,
BP9735_FULL.1,L9,FULL,sample,1.0,dim,,,PE18,F5,PE18_F05,XUPVQ-6,
BP9735_FULL.1,M9,FULL,sample,1.0,dim,,,PE17,G5,PE17_G05,XUPVQ-6,
BP9735_FULL.1,N9,FULL,sample,1.0,dim,,,PE18,G5,PE18_G05,XUPVQ-6,
BP9735_FULL.1,O9,FULL,sample,1.0,dim,,,PE17,H5,PE17_H05,XUPVQ-6,
BP9735_FULL.1,P9,FULL,sample,1.0,dim,,,PE18,H5,PE18_H05,XUPVQ-6,
BP9735_FULL.1,A10,FULL,sample,1.0,dim,,,PE19,A5,PE19_A05,XUPVQ-6,
BP9735_FULL.1,B10,FULL,sample,1.0,dim,,,PE20,A5,PE20_A05,XUPVQ-6,
BP9735_FULL.1,C10,FULL,sample,1.0,dim,,,PE19,B5,PE19_B05,XUPVQ-6,
BP9735_FULL.1,D10,FULL,sample,1.0,dim,,,PE20,B5,PE20_B05,XUPVQ-6,
BP9735_FULL.1,E10,FULL,sample,1.0,dim,,,PE19,C5,PE19_C05,XUPVQ-6,
BP9735_FULL.1,F10,FULL,sample,1.0,dim,,,PE20,C5,PE20_C05,XUPVQ-6,
BP9735_FULL.1,G10,FULL,sample,1.0,dim,,,PE19,D5,PE19_D05,XUPVQ-6,
BP9735_FULL.1,H10,FULL,sample,1.0,dim,,,PE20,D5,PE20_D05,XUPVQ-6,
BP9735_FULL.1,I10,FULL,sample,1.0,dim,,,PE19,E5,PE19_E05,XUPVQ-6,
BP9735_FULL.1,J10,FULL,sample,1.0,dim,,,PE20,E5,PE20_E05,XUPVQ-6,
BP9735_FULL.1,K10,FULL,sample,1.0,dim,,,PE19,F5,PE19_F05,XUPVQ-6,
BP9735_FULL.1,L10,FULL,sample,1.0,dim,,,PE20,F5,PE20_F05,XUPVQ-6,
BP9735_FULL.1,M10,FULL,sample,1.0,dim,,,PE19,G5,PE19_G05,XUPVQ-6,
BP9735_FULL.1,N10,FULL,sample,1.0,dim,,,PE20,G5,PE20_G05,XUPVQ-6,
BP9735_FULL.1,O10,FULL,sample,1.0,dim,,,PE19,H5,PE19_H05,XUPVQ-6,
BP9735_FULL.1,P10,FULL,sample,1.0,dim,,,PE20,H5,PE20_H05,XUPVQ-6,
BP9735_FULL.1,A11,FULL,sample,1.0,dim,,,PE17,A6,PE17_A06,XUPVQ-6,
BP9735_FULL.1,B11,FULL,sample,1.0,dim,,,PE18,A6,PE18_A06,XUPVQ-6,
BP9735_FULL.1,C11,FULL,sample,1.0,dim,,,PE17,B6,PE17_B06,XUPVQ-6,
BP9735_FULL.1,D11,FULL,sample,1.0,dim,,,PE18,B6,PE18_B06,XUPVQ-6,
BP9735_FULL.1,E11,FULL,sample,1.0,dim,,,PE17,C6,PE17_C06,XUPVQ-6,
BP9735_FULL.1,F11,FULL,sample,1.0,dim,,,PE18,C6,PE18_C06,XUPVQ-6,
BP9735_FULL.1,G11,FULL,sample,1.0,dim,,,PE17,D6,PE17_D06,XUPVQ-6,
BP9735_FULL.1,H11,FULL,sample,1.0,dim,,,PE18,D6,PE18_D06,XUPVQ-6,
BP9735_FULL.1,I11,FULL,sample,1.0,dim,,,PE17,E6,PE17_E06,XUPVQ-6,
BP9735_FULL.1,J11,FULL,sample,1.0,dim,,,PE18,E6,PE18_E06,XUPVQ-6,
BP9735_FULL.1,K11,FULL,sample,1.0,dim,,,PE17,F6,PE17_F06,XUPVQ-6,
BP9735_FULL.1,L11,FULL,sample,1.0,dim,,,PE18,F6,PE18_F06,XUPVQ-6,
BP9735_FULL.1,M11,FULL,sample,1.0,dim,,,PE17,G6,PE17_G06,XUPVQ-6,
BP9735_FULL.1,N11,FULL,sample,1.0,dim,,,PE18,G6,PE18_G06,XUPVQ-6,
BP9735_FULL.1,O11,FULL,sample,1.0,dim,,,PE17,H6,PE17_H06,XUPVQ-6,
BP9735_FULL.1,P11,FULL,sample,1.0,dim,,,PE18,H6,PE18_H06,XUPVQ-6,
BP9735_FULL.1,A12,FULL,sample,1.0,dim,,,PE19,A6,PE19_A06,XUPVQ-6,
BP9735_FULL.1,B12,FULL,sample,1.0,dim,,,PE20,A6,PE20_A06,XUPVQ-6,
BP9735_FULL.1,C12,FULL,sample,1.0,dim,,,PE19,B6,PE19_B06,XUPVQ-6,
BP9735_FULL.1,D12,FULL,sample,1.0,dim,,,PE20,B6,PE20_B06,XUPVQ-6,
BP9735_FULL.1,E12,FULL,sample,1.0,dim,,,PE19,C6,PE19_C06,XUPVQ-6,
BP9735_FULL.1,F12,FULL,sample,1.0,dim,,,PE20,C6,PE20_C06,XUPVQ-6,
BP9735_FULL.1,G12,FULL,sample,1.0,dim,,,PE19,D6,PE19_D06,XUPVQ-6,
BP9735_FULL.1,H12,FULL,sample,1.0,dim,,,PE20,D6,PE20_D06,XUPVQ-6,
BP9735_FULL.1,I12,FULL,sample,1.0,dim,,,PE19,E6,PE19_E06,XUPVQ-6,
BP9735_FULL.1,J12,FULL,sample,1.0,dim,,,PE20,E6,PE20_E06,XUPVQ-6,
BP9735_FULL.1,K12,FULL,sample,1.0,dim,,,PE19,F6,PE19_F06,XUPVQ-6,
BP9735_FULL.1,L12,FULL,sample,1.0,dim,,,PE20,F6,PE20_F06,XUPVQ-6,
BP9735_FULL.1,M12,FULL,sample,1.0,dim,,,PE19,G6,PE19_G06,XUPVQ-6,
BP9735_FULL.1,N12,FULL,sample,1.0,dim,,,PE20,G6,PE20_G06,XUPVQ-6,
BP9735_FULL.1,O12,FULL,sample,1.0,dim,,,PE19,H6,PE19_H06,XUPVQ-6,
BP9735_FULL.1,P12,FULL,sample,1.0,dim,,,PE20,H6,PE20_H06,XUPVQ-6,
BP9735_FULL.1,A13,FULL,sample,1.0,dim,,,PE17,A7,PE17_A07,XUPVQ-6,
BP9735_FULL.1,B13,FULL,sample,1.0,dim,,,PE18,A7,PE18_A07,XUPVQ-6,
BP9735_FULL.1,C13,FULL,sample,1.0,dim,,,PE17,B7,PE17_B07,XUPVQ-6,
BP9735_FULL.1,D13,FULL,sample,1.0,dim,,,PE18,B7,PE18_B07,XUPVQ-6,
BP9735_FULL.1,E13,FULL,sample,1.0,dim,,,PE17,C7,PE17_C07,XUPVQ-6,
BP9735_FULL.1,F13,FULL,sample,1.0,dim,,,PE18,C7,PE18_C07,XUPVQ-6,
BP9735_FULL.1,G13,FULL,sample,1.0,dim,,,PE17,D7,PE17_D07,XUPVQ-6,
BP9735_FULL.1,H13,FULL,sample,1.0,dim,,,PE18,D7,PE18_D07,XUPVQ-6,
BP9735_FULL.1,I13,FULL,sample,1.0,dim,,,PE17,E7,PE17_E07,XUPVQ-6,
BP9735_FULL.1,J13,FULL,sample,1.0,dim,,,PE18,E7,PE18_E07,XUPVQ-6,
BP9735_FULL.1,K13,FULL,sample,1.0,dim,,,PE17,F7,PE17_F07,XUPVQ-6,
BP9735_FULL.1,L13,FULL,sample,1.0,dim,,,PE18,F7,PE18_F07,XUPVQ-6,
BP9735_FULL.1,M13,FULL,sample,1.0,dim,,,PE17,G7,PE17_G07,XUPVQ-6,
BP9735_FULL.1,N13,FULL,sample,1.0,dim,,,PE18,G7,PE18_G07,XUPVQ-6,
BP9735_FULL.1,O13,FULL,sample,1.0,dim,,,PE17,H7,PE17_H07,XUPVQ-6,
BP9735_FULL.1,P13,FULL,sample,1.0,dim,,,PE18,H7,PE18_H07,XUPVQ-6,
BP9735_FULL.1,A14,FULL,sample,1.0,dim,,,PE19,A7,PE19_A07,XUPVQ-6,
BP9735_FULL.1,B14,FULL,sample,1.0,dim,,,PE20,A7,PE20_A07,XUPVQ-6,
BP9735_FULL.1,C14,FULL,sample,1.0,dim,,,PE19,B7,PE19_B07,XUPVQ-6,
BP9735_FULL.1,D14,FULL,sample,1.0,dim,,,PE20,B7,PE20_B07,XUPVQ-6,
BP9735_FULL.1,E14,FULL,sample,1.0,dim,,,PE19,C7,PE19_C07,XUPVQ-6,
BP9735_FULL.1,F14,FULL,sample,1.0,dim,,,PE20,C7,PE20_C07,XUPVQ-6,
BP9735_FULL.1,G14,FULL,sample,1.0,dim,,,PE19,D7,PE19_D07,XUPVQ-6,
BP9735_FULL.1,H14,FULL,sample,1.0,dim,,,PE20,D7,PE20_D07,XUPVQ-6,
BP9735_FULL.1,I14,FULL,sample,1.0,dim,,,PE19,E7,PE19_E07,XUPVQ-6,
BP9735_FULL.1,J14,FULL,sample,1.0,dim,,,PE20,E7,PE20_E07,XUPVQ-6,
BP9735_FULL.1,K14,FULL,sample,1.0,dim,,,PE19,F7,PE19_F07,XUPVQ-6,
BP9735_FULL.1,L14,FULL,sample,1.0,dim,,,PE20,F7,PE20_F07,XUPVQ-6,
BP9735_FULL.1,M14,FULL,sample,1.0,dim,,,PE19,G7,PE19_G07,XUPVQ-6,
BP9735_FULL.1,N14,FULL,sample,1.0,dim,,,PE20,G7,PE20_G07,XUPVQ-6,
BP9735_FULL.1,O14,FULL,sample,1.0,dim,,,PE19,H7,PE19_H07,XUPVQ-6,
BP9735_FULL.1,P14,FULL,sample,1.0,dim,,,PE20,H7,PE20_H07,XUPVQ-6,
BP9735_FULL.1,A15,FULL,sample,1.0,dim,,,PE17,A8,PE17_A08,XUPVQ-6,
BP9735_FULL.1,B15,FULL,sample,1.0,dim,,,PE18,A8,PE18_A08,XUPVQ-6,
BP9735_FULL.1,C15,FULL,sample,1.0,dim,,,PE17,B8,PE17_B08,XUPVQ-6,
BP9735_FULL.1,D15,FULL,sample,1.0,dim,,,PE18,B8,PE18_B08,XUPVQ-6,
BP9735_FULL.1,E15,FULL,sample,1.0,dim,,,PE17,C8,PE17_C08,XUPVQ-6,
BP9735_FULL.1,F15,FULL,sample,1.0,dim,,,PE18,C8,PE18_C08,XUPVQ-6,
BP9735_FULL.1,G15,FULL,sample,1.0,dim,,,PE17,D8,PE17_D08,XUPVQ-6,
BP9735_FULL.1,H15,FULL,sample,1.0,dim,,,PE18,D8,PE18_D08,XUPVQ-6,
BP9735_FULL.1,I15,FULL,sample,1.0,dim,,,PE17,E8,PE17_E08,XUPVQ-6,
BP9735_FULL.1,J15,FULL,sample,1.0,dim,,,PE18,E8,PE18_E08,XUPVQ-6,
BP9735_FULL.1,K15,FULL,sample,1.0,dim,,,PE17,F8,PE17_F08,XUPVQ-6,
BP9735_FULL.1,L15,FULL,sample,1.0,dim,,,PE18,F8,PE18_F08,XUPVQ-6,
BP9735_FULL.1,M15,FULL,sample,1.0,dim,,,PE17,G8,PE17_G08,XUPVQ-6,
BP9735_FULL.1,N15,FULL,sample,1.0,dim,,,PE18,G8,PE18_G08,XUPVQ-6,
BP9735_FULL.1,O15,FULL,sample,1.0,dim,,,PE17,H8,PE17_H08,XUPVQ-6,
BP9735_FULL.1,P15,FULL,sample,1.0,dim,,,PE18,H8,PE18_H08,XUPVQ-6,
BP9735_FULL.1,A16,FULL,sample,1.0,dim,,,PE19,A8,PE19_A08,XUPVQ-6,
BP9735_FULL.1,B16,FULL,sample,1.0,dim,,,PE20,A8,PE20_A08,XUPVQ-6,
BP9735_FULL.1,C16,FULL,sample,1.0,dim,,,PE19,B8,PE19_B08,XUPVQ-6,
BP9735_FULL.1,D16,FULL,sample,1.0,dim,,,PE20,B8,PE20_B08,XUPVQ-6,
BP9735_FULL.1,E16,FULL,sample,1.0,dim,,,PE19,C8,PE19_C08,XUPVQ-6,
BP9735_FULL.1,F16,FULL,sample,1.0,dim,,,PE20,C8,PE20_C08,XUPVQ-6,
BP9735_FULL.1,G16,FULL,sample,1.0,dim,,,PE19,D8,PE19_D08,XUPVQ-6,
BP9735_FULL.1,H16,FULL,sample,1.0,dim,,,PE20,D8,PE20_D08,XUPVQ-6,
BP9735_FULL.1,I16,FULL,sample,1.0,dim,,,PE19,E8,PE19_E08,XUPVQ-6,
BP9735_FULL.1,J16,FULL,sample,1.0,dim,,,PE20,E8,PE20_E08,XUPVQ-6,
BP9735_FULL.1,K16,FULL,sample,1.0,dim,,,PE19,F8,PE19_F08,XUPVQ-6,
BP9735_FULL.1,L16,FULL,sample,1.0,dim,,,PE20,F8,PE20_F08,XUPVQ-6,
BP9735_FULL.1,M16,FULL,sample,1.0,dim,,,PE19,G8,PE19_G08,XUPVQ-6,
BP9735_FULL.1,N16,FULL,sample,1.0,dim,,,PE20,G8,PE20_G08,XUPVQ-6,
BP9735_FULL.1,O16,FULL,sample,1.0,dim,,,PE19,H8,PE19_H08,XUPVQ-6,
BP9735_FULL.1,P16,FULL,sample,1.0,dim,,,PE20,H8,PE20_H08,XUPVQ-6,
BP9735_FULL.1,A17,FULL,sample,1.0,dim,,,PE17,A9,PE17_A09,XUPVQ-6,
BP9735_FULL.1,B17,FULL,sample,1.0,dim,,,PE18,A9,PE18_A09,XUPVQ-6,
BP9735_FULL.1,C17,FULL,sample,1.0,dim,,,PE17,B9,PE17_B09,XUPVQ-6,
BP9735_FULL.1,D17,FULL,sample,1.0,dim,,,PE18,B9,PE18_B09,XUPVQ-6,
BP9735_FULL.1,E17,FULL,sample,1.0,dim,,,PE17,C9,PE17_C09,XUPVQ-6,
BP9735_FULL.1,F17,FULL,sample,1.0,dim,,,PE18,C9,PE18_C09,XUPVQ-6,
BP9735_FULL.1,G17,FULL,sample,1.0,dim,,,PE17,D9,PE17_D09,XUPVQ-6,
BP9735_FULL.1,H17,FULL,sample,1.0,dim,,,PE18,D9,PE18_D09,XUPVQ-6,
BP9735_FULL.1,I17,FULL,sample,1.0,dim,,,PE17,E9,PE17_E09,XUPVQ-6,
BP9735_FULL.1,J17,FULL,sample,1.0,dim,,,PE18,E9,PE18_E09,XUPVQ-6,
BP9735_FULL.1,K17,FULL,sample,1.0,dim,,,PE17,F9,PE17_F09,XUPVQ-6,
BP9735_FULL.1,L17,FULL,sample,1.0,dim,,,PE18,F9,PE18_F09,XUPVQ-6,
BP9735_FULL.1,M17,FULL,sample,1.0,dim,,,PE17,G9,PE17_G09,XUPVQ-6,
BP9735_FULL.1,N17,FULL,sample,1.0,dim,,,PE18,G9,PE18_G09,XUPVQ-6,
BP9735_FULL.1,O17,FULL,sample,1.0,dim,,,PE17,H9,PE17_H09,XUPVQ-6,
BP9735_FULL.1,P17,FULL,sample,1.0,dim,,,PE18,H9,PE18_H09,XUPVQ-6,
BP9735_FULL.1,A18,FULL,sample,1.0,dim,,,PE19,A9,PE19_A09,XUPVQ-6,
BP9735_FULL.1,B18,FULL,sample,1.0,dim,,,PE20,A9,PE20_A09,XUPVQ-6,
BP9735_FULL.1,C18,FULL,sample,1.0,dim,,,PE19,B9,PE19_B09,XUPVQ-6,
BP9735_FULL.1,D18,FULL,sample,1.0,dim,,,PE20,B9,PE20_B09,XUPVQ-6,
BP9735_FULL.1,E18,FULL,sample,1.0,dim,,,PE19,C9,PE19_C09,XUPVQ-6,
BP9735_FULL.1,F18,FULL,sample,1.0,dim,,,PE20,C9,PE20_C09,XUPVQ-6,
BP9735_FULL.1,G18,FULL,sample,1.0,dim,,,PE19,D9,PE19_D09,XUPVQ-6,
BP9735_FULL.1,H18,FULL,sample,1.0,dim,,,PE20,D9,PE20_D09,XUPVQ-6,
BP9735_FULL.1,I18,FULL,sample,1.0,dim,,,PE19,E9,PE19_E09,XUPVQ-6,
BP9735_FULL.1,J18,FULL,sample,1.0,dim,,,PE20,E9,PE20_E09,XUPVQ-6,
BP9735_FULL.1,K18,FULL,sample,1.0,dim,,,PE19,F9,PE19_F09,XUPVQ-6,
BP9735_FULL.1,L18,FULL,sample,1.0,dim,,,PE20,F9,PE20_F09,XUPVQ-6,
BP9735_FULL.1,M18,FULL,sample,1.0,dim,,,PE19,G9,PE19_G09,XUPVQ-6,
BP9735_FULL.1,N18,FULL,sample,1.0,dim,,,PE20,G9,PE20_G09,XUPVQ-6,
BP9735_FULL.1,O18,FULL,sample,1.0,dim,,,PE19,H9,PE19_H09,XUPVQ-6,
BP9735_FULL.1,P18,FULL,sample,1.0,dim,,,PE20,H9,PE20_H09,XUPVQ-6,
BP9735_FULL.1,A19,FULL,sample,1.0,dim,,,PE17,A10,PE17_A10,XUPVQ-6,
BP9735_FULL.1,B19,FULL,sample,1.0,dim,,,PE18,A10,PE18_A10,XUPVQ-6,
BP9735_FULL.1,C19,FULL,sample,1.0,dim,,,PE17,B10,PE17_B10,XUPVQ-6,
BP9735_FULL.1,D19,FULL,sample,1.0,dim,,,PE18,B10,PE18_B10,XUPVQ-6,
BP9735_FULL.1,E19,FULL,sample,1.0,dim,,,PE17,C10,PE17_C10,XUPVQ-6,
BP9735_FULL.1,F19,FULL,sample,1.0,dim,,,PE18,C10,PE18_C10,XUPVQ-6,
BP9735_FULL.1,G19,FULL,sample,1.0,dim,,,PE17,D10,PE17_D10,XUPVQ-6,
BP9735_FULL.1,H19,FULL,sample,1.0,dim,,,PE18,D10,PE18_D10,XUPVQ-6,
BP9735_FULL.1,I19,FULL,sample,1.0,dim,,,PE17,E10,PE17_E10,XUPVQ-6,
BP9735_FULL.1,J19,FULL,sample,1.0,dim,,,PE18,E10,PE18_E10,XUPVQ-6,
BP9735_FULL.1,K19,FULL,sample,1.0,dim,,,PE17,F10,PE17_F10,XUPVQ-6,
BP9735_FULL.1,L19,FULL,sample,1.0,dim,,,PE18,F10,PE18_F10,XUPVQ-6,
BP9735_FULL.1,M19,FULL,sample,1.0,dim,,,PE17,G10,PE17_G10,XUPVQ-6,
BP9735_FULL.1,N19,FULL,sample,1.0,dim,,,PE18,G10,PE18_G10,XUPVQ-6,
BP9735_FULL.1,O19,FULL,sample,1.0,dim,,,PE17,H10,PE17_H10,XUPVQ-6,
BP9735_FULL.1,P19,FULL,sample,1.0,dim,,,PE18,H10,PE18_H10,XUPVQ-6,
BP9735_FULL.1,A20,FULL,sample,1.0,dim,,,PE19,A10,PE19_A10,XUPVQ-6,
BP9735_FULL.1,B20,FULL,sample,1.0,dim,,,PE20,A10,PE20_A10,XUPVQ-6,
BP9735_FULL.1,C20,FULL,sample,1.0,dim,,,PE19,B10,PE19_B10,XUPVQ-6,
BP9735_FULL.1,D20,FULL,sample,1.0,dim,,,PE20,B10,PE20_B10,XUPVQ-6,
BP9735_FULL.1,E20,FULL,sample,1.0,dim,,,PE19,C10,PE19_C10,XUPVQ-6,
BP9735_FULL.1,F20,FULL,sample,1.0,dim,,,PE20,C10,PE20_C10,XUPVQ-6,
BP9735_FULL.1,G20,FULL,sample,1.0,dim,,,PE19,D10,PE19_D10,XUPVQ-6,
BP9735_FULL.1,H20,FULL,sample,1.0,dim,,,PE20,D10,PE20_D10,XUPVQ-6,
BP9735_FULL.1,I20,FULL,sample,1.0,dim,,,PE19,E10,PE19_E10,XUPVQ-6,
BP9735_FULL.1,J20,FULL,sample,1.0,dim,,,PE20,E10,PE20_E10,XUPVQ-6,
BP9735_FULL.1,K20,FULL,sample,1.0,dim,,,PE19,F10,PE19_F10,XUPVQ-6,
BP9735_FULL.1,L20,FULL,sample,1.0,dim,,,PE20,F10,PE20_F10,XUPVQ-6,
BP9735_FULL.1,M20,FULL,sample,1.0,dim,,,PE19,G10,PE19_G10,XUPVQ-6,
BP9735_FULL.1,N20,FULL,sample,1.0,dim,,,PE20,G10,PE20_G10,XUPVQ-6,
BP9735_FULL.1,O20,FULL,sample,1.0,dim,,,PE19,H10,PE19_H10,XUPVQ-6,
BP9735_FULL.1,P20,FULL,sample,1.0,dim,,,PE20,H10,PE20_H10,XUPVQ-6,
BP9735_FULL.1,A21,FULL,sample,1.0,dim,,,PE17,A11,PE17_A11,XUPVQ-6,
BP9735_FULL.1,B21,FULL,sample,1.0,dim,,,PE18,A11,PE18_A11,XUPVQ-6,
BP9735_FULL.1,C21,FULL,sample,1.0,dim,,,PE17,B11,PE17_B11,XUPVQ-6,
BP9735_FULL.1,D21,FULL,sample,1.0,dim,,,PE18,B11,PE18_B11,XUPVQ-6,
BP9735_FULL.1,E21,FULL,sample,1.0,dim,,,PE17,C11,PE17_C11,XUPVQ-6,
BP9735_FULL.1,F21,FULL,sample,1.0,dim,,,PE18,C11,PE18_C11,XUPVQ-6,
BP9735_FULL.1,G21,FULL,sample,1.0,dim,,,PE17,D11,PE17_D11,XUPVQ-6,
BP9735_FULL.1,H21,FULL,sample,1.0,dim,,,PE18,D11,PE18_D11,XUPVQ-6,
BP9735_FULL.1,I21,FULL,sample,1.0,dim,,,PE17,E11,PE17_E11,XUPVQ-6,
BP9735_FULL.1,J21,FULL,sample,1.0,dim,,,PE18,E11,PE18_E11,XUPVQ-6,
BP9735_FULL.1,K21,FULL,sample,1.0,dim,,,PE17,F11,PE17_F11,XUPVQ-6,
BP9735_FULL.1,L21,FULL,sample,1.0,dim,,,PE18,F11,PE18_F11,XUPVQ-6,
BP9735_FULL.1,M21,FULL,sample,1.0,dim,,,PE17,G11,PE17_G11,XUPVQ-6,
BP9735_FULL.1,N21,FULL,sample,1.0,dim,,,PE18,G11,PE18_G11,XUPVQ-6,
BP9735_FULL.1,O21,FULL,sample,1.0,dim,,,PE17,H11,PE17_H11,XUPVQ-6,
BP9735_FULL.1,P21,FULL,sample,1.0,dim,,,PE18,H11,PE18_H11,XUPVQ-6,
BP9735_FULL.1,A22,FULL,sample,1.0,dim,,,PE19,A11,PE19_A11,XUPVQ-6,A7
BP9735_FULL.1,B22,FULL,sample,1.0,dim,,,PE20,A11,PE20_A11,XUPVQ-6,A8
BP9735_FULL.1,C22,FULL,sample,1.0,dim,,,PE19,B11,PE19_B11,XUPVQ-6,B7
BP9735_FULL.1,D22,FULL,sample,1.0,dim,,,PE20,B11,PE20_B11,XUPVQ-6,B8
BP9735_FULL.1,E22,FULL,sample,1.0,dim,,,PE19,C11,PE19_C11,XUPVQ-6,C7
BP9735_FULL.1,F22,FULL,sample,1.0,dim,,,PE20,C11,PE20_C11,XUPVQ-6,C8
BP9735_FULL.1,G22,FULL,sample,1.0,dim,,,PE19,D11,PE19_D11,XUPVQ-6,D7
BP9735_FULL.1,H22,FULL,sample,1.0,dim,,,PE20,D11,PE20_D11,XUPVQ-6,D8
BP9735_FULL.1,I22,FULL,sample,1.0,dim,,,PE19,E11,PE19_E11,XUPVQ-6,E7
BP9735_FULL.1,J22,FULL,sample,1.0,dim,,,PE20,E11,PE20_E11,XUPVQ-6,E8
BP9735_FULL.1,K22,FULL,sample,1.0,dim,,,PE19,F11,PE19_F11,XUPVQ-6,F7
BP9735_FULL.1,L22,FULL,sample,1.0,dim,,,PE20,F11,PE20_F11,XUPVQ-6,F8
BP9735_FULL.1,M22,FULL,sample,1.0,dim,,,PE19,G11,PE19_G11,XUPVQ-6,G7
BP9735_FULL.1,N22,FULL,sample,1.0,dim,,,PE20,G11,PE20_G11,XUPVQ-6,G8
BP9735_FULL.1,O22,FULL,sample,1.0,dim,,,PE19,H11,PE19_H11,XUPVQ-6,H7
BP9735_FULL.1,P22,FULL,sample,1.0,dim,,,PE20,H11,PE20_H11,XUPVQ-6,H8
BP9735_FULL.1,A23,FULL,sample,1.0,dim,,,PE17,A12,PE17_A12,XUPVQ-6,A9
BP9735_FULL.1,B23,FULL,sample,1.0,dim,,,PE18,A12,PE18_A12,XUPVQ-6,A10
BP9735_FULL.1,C23,FULL,sample,1.0,dim,,,PE17,B12,PE17_B12,XUPVQ-6,B9
BP9735_FULL.1,D23,FULL,sample,1.0,dim,,,PE18,B12,PE18_B12,XUPVQ-6,B10
BP9735_FULL.1,E23,FULL,sample,1.0,dim,,,PE17,C12,PE17_C12,XUPVQ-6,C9
BP9735_FULL.1,F23,FULL,sample,1.0,dim,,,PE18,C12,PE18_C12,XUPVQ-6,C10
BP9735_FULL.1,G23,FULL,sample,1.0,dim,,,PE17,D12,PE17_D12,XUPVQ-6,D9
BP9735_FULL.1,H23,FULL,sample,1.0,dim,,,PE18,D12,PE18_D12,XUPVQ-6,D10
BP9735_FULL.1,I23,FULL,sample,1.0,dim,,,PE17,E12,PE17_E12,XUPVQ-6,E9
BP9735_FULL.1,J23,FULL,sample,1.0,dim,,,PE18,E12,PE18_E12,XUPVQ-6,E10
BP9735_FULL.1,K23,FULL,sample,1.0,dim,,,PE17,F12,PE17_F12,XUPVQ-6,F9
BP9735_FULL.1,L23,FULL,sample,1.0,dim,,,PE18,F12,PE18_F12,XUPVQ-6,F10
BP9735_FULL.1,M23,FULL,sample,1.0,dim,,,PE17,G12,PE17_G12,XUPVQ-6,G9
BP9735_FULL.1,N23,FULL,sample,1.0,dim,,,PE18,G12,PE18_G12,XUPVQ-6,G10
