Well,Sample ID,Range,ng/uL,%Total,nmole/L,Avg. Size,%CV,Volume uL,QC Result,Failure Mode,Index Name,PCR Cycles
I20,Lib_476,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_E10,12
J20,Lib_477,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_E10,12
K20,Lib_478,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_F10,12
L20,Lib_479,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_F10,12
M20,Lib_480,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_G10,12
N20,Lib_481,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_G10,12
O20,Lib_482,400 bp to 800 bp,,15,,,20,20,Pass,,PE19_H10,12
P20,Lib_483,400 bp to 800 bp,,15,,,20,20,Pass,,PE20_H10,12
A21,Lib_484,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_A11,12
B21,Lib_485,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_A11,12
C21,Lib_486,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_B11,12
D21,Lib_487,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_B11,12
E21,Lib_488,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_C11,12
F21,Lib_489,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_C11,12
G21,Lib_490,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_D11,12
H21,Lib_491,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_D11,12
I21,Lib_492,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_E11,12
J21,Lib_493,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_E11,12
K21,Lib_494,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_F11,12
L21,Lib_495,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_F11,12
M21,Lib_496,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_G11,12
N21,Lib_497,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_G11,12
O21,Lib_498,400 bp to 800 bp,,15,,,20,20,Pass,,PE17_H11,12
P21,Lib_499,400 bp to 800 bp,,15,,,20,20,Pass,,PE18_H11,12
A22,Lib_500,400 bp to 800 bp,1.076,15,2.752,644.0,20,20,Pass,,PE19_A11,12
B22,Lib_501,400 bp to 800 bp,4.126,15,11.208,606.0,20,20,Pass,,PE20_A11,12
C22,Lib_502,400 bp to 800 bp,4.566,15,12.384,607.0,20,20,Pass,,PE19_B11,12
D22,Lib_503,400 bp to 800 bp,3.248,15,8.804,607.0,20,20,Pass,,PE20_B11,12
E22,Lib_504,400 bp to 800 bp,5.872,15,15.986,605.0,20,20,Pass,,PE19_C11,12
F22,Lib_505,400 bp to 800 bp,3.806,15,10.396,603.0,20,20,Pass,,PE20_C11,12
G22,Lib_506,400 bp to 800 bp,5.126,15,13.88,608.0,20,20,Pass,,PE19_D11,12
H22,Lib_507,400 bp to 800 bp,1.826,15,5.002,601.0,20,20,Pass,,PE20_D11,12
I22,Lib_508,400 bp to 800 bp,5.762,15,15.714,603.0,20,20,Pass,,PE19_E11,12
J22,Lib_509,400 bp to 800 bp,1.522,15,4.114,609.0,20,20,Pass,,PE20_E11,12
K22,Lib_510,400 bp to 800 bp,14.788,15,40.334,603.0,20,20,Pass,,PE19_F11,12
L22,Lib_511,400 bp to 800 bp,1.86,15,5.064,604.0,20,20,Pass,,PE20_F11,12
M22,Lib_512,400 bp to 800 bp,8.494,15,23.282,600.0,20,20,Pass,,PE19_G11,12
N22,Lib_513,400 bp to 800 bp,1.622,15,4.45,600.0,20,20,Pass,,PE20_G11,12
O22,Lib_514,400 bp to 800 bp,1.314,15,3.478,622.0,20,20,Pass,,PE19_H11,12
P22,Lib_515,400 bp to 800 bp,0.864,15,2.288,621.0,20,20,Pass,,PE20_H11,12
A23,Lib_516,400 bp to 800 bp,0.25,15,0.634,649.0,20,20,Pass,,PE17_A12,12
B23,Lib_517,400 bp to 800 bp,5.402,15,14.694,605.0,20,20,Pass,,PE18_A12,12
C23,Lib_518,400 bp to 800 bp,0.82,15,2.228,606.0,20,20,Pass,,PE17_B12,12
D23,Lib_519,400 bp to 800 bp,7.342,15,19.968,605.0,20,20,Pass,,PE18_B12,12
E23,Lib_520,400 bp to 800 bp,0.848,15,2.28,613.0,20,20,Pass,,PE17_C12,12
F23,Lib_521,400 bp to 800 bp,8.232,15,22.404,605.0,20,20,Pass,,PE18_C12,12
G23,Lib_522,400 bp to 800 bp,1.252,15,3.342,617.0,20,20,Pass,,PE17_D12,12
H23,Lib_523,400 bp to 800 bp,8.688,15,23.76,602.0,20,20,Pass,,PE18_D12,12
I23,Lib_524,400 bp to 800 bp,0.518,15,1.312,649.0,20,20,Pass,,PE17_E12,12
J23,Lib_525,400 bp to 800 bp,3.976,15,10.896,601.0,20,20,Pass,,PE18_E12,12
K23,Lib_526,400 bp to 800 bp,6.982,15,19.456,591.0,20,20,Pass,,PE17_F12,12
L23,Lib_527,400 bp to 800 bp,9.408,15,25.744,601.0,20,20,Pass,,PE18_F12,12
M23,Lib_528,400 bp to 800 bp,6.384,15,17.462,602.0,20,20,Pass,,PE17_G12,12
N23,Lib_529,400 bp to 800 bp,4.66,15,12.766,601.0,20,20,Pass,,PE18_G12,12
O23,Lib_530,400 bp to 800 bp,6.658,15,18.13,604.0,20,20,Pass,,PE17_H12,12
P23,Lib_531,400 bp to 800 bp,4.47,15,12.188,604.0,20,20,Pass,,PE18_H12,12
A24,Lib_532,400 bp to 800 bp,1.296,15,3.458,616.0,20,20,Pass,,PE19_A12,12
B24,Lib_533,400 bp to 800 bp,0.272,15,0.69,649.0,20,20,Pass,,PE20_A12,12
C24,Lib_534,400 bp to 800 bp,1.318,15,3.51,618.0,20,20,Pass,,PE19_B12,12
D24,Lib_535,400 bp to 800 bp,0.512,15,1.33,633.0,20,20,Pass,,PE20_B12,12
E24,Lib_536,400 bp to 800 bp,1.948,15,5.212,615.0,20,20,Pass,,PE19_C12,12
F24,Lib_537,400 bp to 800 bp,36.884,15,85.382,711.0,20,20,Pass,,PE20_C12,12
G24,Lib_538,400 bp to 800 bp,2.256,15,6.2,599.0,20,20,Pass,,PE19_D12,12
H24,Lib_539,400 bp to 800 bp,0.28,15,0.716,643.0,20,20,Pass,,PE20_D12,12
